user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day
44041,Mexico,39,2018-12-09,Premium Individual,Active,0,0,No,No,4,8.51,K-Pop,Lyrics,Social Listening,Car System,11,10
44042,India,26,2025-06-16,Premium Duo,Active,2,0,Yes,No,4,12.89,Latin,Lyrics,Concert Alerts,Desktop,6,6
44043,UK,50,2020-03-16,Free,Active,2,0,No,No,4,8.93,Electronic,Offline Mode,Lyrics Translation,Desktop,9,9
44044,Spain,20,2018-08-29,Free,Active,2,0,No,No,1,9.17,Jazz,AI DJ,Better AI Recommendations,Desktop,13,9
44045,Australia,54,2019-03-08,Free,Active,2,0,No,No,4,9.46,Classical,Radio,Mood-based Auto Playlists,Desktop,10,13
44046,Mexico,28,2020-10-03,Free,Active,1,0,No,No,2,8.2,Jazz,AI DJ,Social Listening,Mobile,7,14
44047,UK,39,2019-04-13,Free,Active,2,0,Yes,Yes,3,5.97,Hip-Hop,Playlists,Better AI Recommendations,Mobile,10,8
44048,Indonesia,31,2018-12-12,Free,Active,0,0,Yes,Yes,3,1.65,Pop,Discover Weekly,Concert Alerts,Tablet,9,6
44049,France,33,2019-01-07,Premium Individual,Active,0,0,No,No,2,9.36,Indie,AI DJ,Mood-based Auto Playlists,Tablet,5,9
44050,Indonesia,30,2025-08-03,Free,Active,2,0,Yes,No,5,9.67,Indie,Offline Mode,Social Listening,Tablet,11,8
44051,UK,31,2024-03-20,Free,Inactive,7,1,Yes,No,5,11.49,Indie,Radio,Concert Alerts,Smart Speaker,7,10
44052,Canada,25,2020-05-04,Premium Family,Active,0,0,Yes,Yes,5,9.64,Jazz,Offline Mode,Mood-based Auto Playlists,Smart Speaker,5,10
44053,Spain,17,2024-10-20,Free,Active,1,0,No,No,3,16.63,Rock,Offline Mode,Lyrics Translation,Desktop,5,12
44054,Canada,46,2018-04-01,Free,Active,0,0,Yes,No,3,11.95,Latin,Playlists,Better AI Recommendations,Tablet,4,13
44055,USA,46,2024-10-10,Free,Inactive,12,1,No,No,1,8.39,Pop,Offline Mode,Lyrics Translation,Smart Speaker,2,13
44056,Canada,16,2024-03-07,Free,Active,1,0,No,No,5,5.44,Country,Podcasts,Social Listening,Mobile,4,11
44057,Brazil,52,2020-11-13,Premium Individual,Active,0,0,No,No,5,7.99,Latin,Playlists,Mood-based Auto Playlists,Mobile,7,16
44058,Indonesia,20,2020-03-22,Premium Duo,Active,1,0,No,No,5,19.23,Electronic,Radio,Concert Alerts,Smart Speaker,9,11
44059,Canada,48,2021-05-18,Student,Inactive,3,1,No,No,2,13.46,Hip-Hop,Daily Mix,Social Listening,Desktop,6,12
44060,India,55,2018-04-08,Premium Duo,Active,2,0,No,No,2,5.06,Latin,Daily Mix,Mood-based Auto Playlists,Car System,8,18
44061,USA,52,2023-07-12,Student,Inactive,6,1,Yes,No,4,11.15,Bollywood,Discover Weekly,HiFi Audio,Tablet,9,10
44062,UK,53,2021-04-01,Premium Duo,Active,1,0,Yes,No,3,10.32,R&B,Radio,HiFi Audio,Tablet,13,13
44063,USA,40,2024-06-02,Premium Family,Active,1,0,No,No,2,8.04,Hip-Hop,Podcasts,HiFi Audio,Desktop,6,8
44064,Canada,39,2024-05-29,Premium Individual,Active,2,0,No,No,3,2.56,Pop,Radio,Concert Alerts,Tablet,9,9
44065,Spain,37,2020-07-27,Premium Individual,Inactive,6,1,No,No,4,10.87,Bollywood,AI DJ,Social Listening,Desktop,13,2
44066,India,21,2018-04-25,Free,Active,1,0,No,No,4,8.9,Classical,Radio,HiFi Audio,Desktop,8,11
44067,USA,32,2018-10-11,Premium Family,Active,2,0,No,No,5,11.88,K-Pop,Lyrics,Better AI Recommendations,Car System,9,2
44068,India,40,2022-09-20,Premium Duo,Inactive,3,1,No,No,5,12.59,Rock,Playlists,Better AI Recommendations,Mobile,10,17
44069,Italy,27,2022-06-16,Premium Family,Active,6,1,No,No,4,8.47,Classical,Radio,HiFi Audio,Car System,5,15
44070,Brazil,19,2022-12-26,Free,Inactive,6,1,No,No,4,10.63,Latin,Podcasts,HiFi Audio,Mobile,9,5
44071,India,34,2026-02-10,Free,Active,1,0,No,No,5,5.43,Electronic,Playlists,Lyrics Translation,Mobile,8,9
44072,USA,37,2024-05-27,Premium Duo,Inactive,5,1,No,No,4,12.66,K-Pop,Discover Weekly,Mood-based Auto Playlists,Smart Speaker,8,17
44073,UK,49,2018-07-18,Premium Individual,Active,0,0,Yes,Yes,3,9.26,Pop,Lyrics,Mood-based Auto Playlists,Tablet,13,16
44074,Germany,42,2023-10-09,Premium Individual,Active,1,0,Yes,No,3,10.42,Bollywood,Discover Weekly,HiFi Audio,Tablet,8,14
44075,Italy,22,2022-05-06,Free,Active,0,0,Yes,No,5,16.17,Indie,AI DJ,HiFi Audio,Car System,10,11
44076,Brazil,24,2019-01-30,Premium Individual,Active,0,0,No,No,2,9.19,R&B,Podcasts,Better AI Recommendations,Mobile,12,10
44077,Indonesia,48,2025-01-01,Free,Active,0,0,Yes,No,5,10.82,Hip-Hop,Podcasts,HiFi Audio,Car System,11,8
44078,Italy,45,2021-10-31,Premium Duo,Active,0,0,No,No,4,11.69,K-Pop,AI DJ,Lyrics Translation,Tablet,11,4
44079,USA,57,2023-08-21,Premium Duo,Active,0,0,Yes,No,3,8.67,Country,Offline Mode,Mood-based Auto Playlists,Smart Speaker,7,10
44080,Brazil,50,2022-09-11,Premium Individual,Inactive,3,1,No,No,4,8.2,Latin,Offline Mode,Better AI Recommendations,Tablet,11,9
44081,Canada,49,2025-12-06,Premium Individual,Active,0,0,Yes,No,4,1.35,Pop,Discover Weekly,Mood-based Auto Playlists,Car System,10,8
44082,Germany,29,2024-04-29,Free,Active,1,0,No,No,2,8.11,Indie,Podcasts,Concert Alerts,Mobile,6,7
44083,Mexico,45,2024-02-14,Premium Individual,Active,0,0,No,No,3,10.1,Electronic,Offline Mode,Concert Alerts,Smart Speaker,3,8
44084,Indonesia,21,2020-09-06,Student,Active,0,0,No,No,4,8.93,Country,Podcasts,Lyrics Translation,Smart Speaker,8,10
44085,Indonesia,30,2019-06-30,Premium Individual,Active,0,0,No,No,4,9.88,Electronic,Radio,Mood-based Auto Playlists,Desktop,6,11
44086,Canada,59,2020-08-03,Student,Active,0,0,No,No,5,11.46,Classical,Playlists,Better AI Recommendations,Mobile,4,14
44087,Germany,34,2024-12-25,Free,Active,2,0,Yes,No,4,13.9,Hip-Hop,Lyrics,Concert Alerts,Car System,9,11
44088,Australia,51,2018-04-04,Premium Individual,Active,1,0,Yes,No,1,9.45,Hip-Hop,Radio,Mood-based Auto Playlists,Smart Speaker,5,7
44089,Mexico,44,2023-11-21,Free,Active,2,0,No,No,1,14.13,Electronic,Playlists,Better AI Recommendations,Mobile,10,11
44090,Spain,58,2022-10-20,Premium Individual,Active,0,0,Yes,No,4,16.07,Country,Offline Mode,Concert Alerts,Car System,4,14
44091,Brazil,56,2022-10-04,Free,Active,0,0,No,No,1,12.91,Electronic,Playlists,Concert Alerts,Mobile,7,8
44092,Italy,17,2020-10-12,Free,Active,3,1,No,No,3,16.84,Electronic,Radio,Better AI Recommendations,Tablet,8,8
44093,Mexico,17,2024-09-21,Premium Duo,Inactive,3,1,Yes,Yes,3,5.64,Jazz,Discover Weekly,HiFi Audio,Car System,10,12
44094,Australia,56,2021-02-27,Premium Duo,Active,1,0,No,No,1,9.39,Bollywood,Radio,HiFi Audio,Mobile,11,10
44095,Australia,59,2018-03-12,Premium Individual,Active,1,0,Yes,No,4,5.9,Country,Playlists,Better AI Recommendations,Smart Speaker,11,6
44096,UK,32,2018-12-10,Free,Active,4,1,Yes,No,3,7.56,Classical,Discover Weekly,HiFi Audio,Tablet,14,6
44097,Germany,33,2025-01-01,Free,Active,2,0,No,No,4,9.52,K-Pop,Playlists,Social Listening,Car System,10,17
44098,Indonesia,51,2024-03-06,Free,Active,0,0,Yes,No,4,10.17,R&B,Offline Mode,HiFi Audio,Mobile,9,11
44099,Canada,36,2024-02-22,Premium Duo,Inactive,7,1,Yes,No,4,8.81,Jazz,Podcasts,Mood-based Auto Playlists,Smart Speaker,8,7
44100,Canada,33,2022-04-17,Free,Inactive,3,1,No,No,5,12.94,Classical,Podcasts,Mood-based Auto Playlists,Mobile,9,10
44101,Germany,37,2020-04-03,Premium Duo,Inactive,5,1,No,No,3,12.47,Jazz,Lyrics,Lyrics Translation,Smart Speaker,6,14
44102,Spain,31,2022-12-08,Premium Duo,Active,0,0,No,No,5,12.37,Latin,Discover Weekly,Social Listening,Car System,5,8
44103,Australia,42,2019-08-28,Free,Active,1,0,No,No,3,17.21,Classical,Playlists,HiFi Audio,Smart Speaker,10,10
44104,Brazil,53,2021-03-14,Premium Individual,Active,0,0,Yes,No,4,10.62,Hip-Hop,Radio,HiFi Audio,Car System,5,7
44105,Brazil,25,2023-05-15,Student,Active,1,0,No,No,4,10.39,Latin,AI DJ,Concert Alerts,Mobile,11,9
44106,France,60,2024-06-14,Premium Individual,Active,2,0,Yes,No,2,8.26,R&B,Lyrics,HiFi Audio,Smart Speaker,12,15
44107,France,36,2019-06-06,Free,Active,1,0,No,No,4,13.47,Rock,Radio,Mood-based Auto Playlists,Desktop,13,11
44108,UK,39,2019-12-04,Premium Family,Active,3,1,No,No,4,10.0,Electronic,Discover Weekly,Lyrics Translation,Mobile,11,4
44109,USA,53,2024-07-21,Free,Active,1,0,No,No,3,16.66,K-Pop,Lyrics,Social Listening,Mobile,5,14
44110,Germany,44,2018-09-22,Premium Duo,Active,0,0,No,No,4,11.07,K-Pop,Discover Weekly,HiFi Audio,Smart Speaker,13,10
44111,India,36,2022-03-10,Premium Individual,Active,1,0,No,No,5,9.11,Latin,Podcasts,Mood-based Auto Playlists,Desktop,9,13
44112,India,16,2022-10-13,Free,Active,1,0,No,No,4,14.55,Electronic,Playlists,Mood-based Auto Playlists,Smart Speaker,7,7
44113,UK,40,2020-01-21,Free,Active,2,0,No,No,4,8.74,Jazz,Radio,HiFi Audio,Car System,8,7
44114,India,45,2020-07-05,Free,Active,0,0,No,No,4,5.44,Classical,Podcasts,Social Listening,Mobile,6,8
44115,Germany,19,2025-12-06,Free,Active,2,0,No,No,5,15.11,K-Pop,Lyrics,Concert Alerts,Smart Speaker,5,5
44116,Australia,43,2019-07-06,Premium Individual,Active,0,0,No,No,5,4.0,Electronic,Podcasts,Mood-based Auto Playlists,Mobile,6,6
44117,Germany,22,2024-04-01,Free,Active,0,0,No,No,3,7.38,Country,Radio,Mood-based Auto Playlists,Tablet,6,15
44118,Australia,16,2020-11-12,Premium Family,Active,2,0,No,No,4,6.7,Bollywood,AI DJ,Better AI Recommendations,Mobile,4,13
44119,Brazil,38,2019-08-25,Premium Individual,Active,2,0,No,No,2,7.64,K-Pop,Lyrics,Social Listening,Tablet,7,8
44120,India,54,2021-06-27,Premium Family,Active,1,0,Yes,Yes,2,10.18,Rock,Discover Weekly,Concert Alerts,Desktop,11,12
44121,Germany,50,2022-12-25,Free,Active,2,0,No,No,3,2.01,Indie,Radio,Better AI Recommendations,Car System,10,17
44122,India,44,2022-07-01,Free,Inactive,4,1,No,No,2,6.37,Indie,Daily Mix,Concert Alerts,Mobile,9,9
44123,Australia,57,2018-07-20,Premium Individual,Inactive,4,1,Yes,No,4,8.04,Classical,Radio,Mood-based Auto Playlists,Tablet,12,8
44124,France,46,2025-12-07,Student,Active,0,0,Yes,No,4,11.67,Rock,Daily Mix,Social Listening,Smart Speaker,10,18
44125,Brazil,18,2023-11-03,Free,Active,0,0,No,No,5,8.82,Electronic,Radio,Mood-based Auto Playlists,Smart Speaker,4,10
44126,Canada,23,2023-10-11,Premium Individual,Active,2,0,Yes,No,1,8.2,Pop,Podcasts,Lyrics Translation,Mobile,10,6
44127,UK,40,2023-07-09,Premium Family,Active,0,0,No,No,3,6.91,Classical,Daily Mix,Concert Alerts,Smart Speaker,10,12
44128,Spain,40,2020-12-29,Free,Active,0,0,No,No,4,8.59,Rock,Daily Mix,Social Listening,Tablet,7,12
44129,Germany,27,2026-02-12,Premium Family,Active,0,0,Yes,Yes,5,13.12,Indie,Lyrics,HiFi Audio,Smart Speaker,10,10
44130,Canada,19,2025-12-21,Premium Duo,Active,0,0,No,No,4,9.79,Jazz,AI DJ,HiFi Audio,Desktop,5,8
44131,Germany,50,2023-08-31,Free,Active,1,0,No,No,4,12.01,R&B,Daily Mix,HiFi Audio,Mobile,4,12
44132,Mexico,37,2020-07-05,Premium Individual,Active,0,0,No,No,4,3.73,Bollywood,Radio,Social Listening,Desktop,10,10
44133,India,56,2018-02-02,Premium Duo,Active,0,0,No,No,4,8.5,Bollywood,Radio,Concert Alerts,Mobile,10,18
44134,Mexico,46,2021-01-11,Free,Inactive,3,1,No,No,4,10.81,K-Pop,Playlists,Concert Alerts,Car System,7,13
44135,Spain,16,2022-01-10,Free,Active,1,0,Yes,Yes,4,7.24,Electronic,Playlists,Concert Alerts,Mobile,8,10
44136,UK,52,2021-07-09,Free,Active,0,0,Yes,Yes,4,9.26,Pop,Daily Mix,HiFi Audio,Tablet,8,10
44137,Spain,27,2022-11-16,Free,Active,1,0,No,No,5,0.0,Jazz,AI DJ,Social Listening,Desktop,9,17
44138,Canada,30,2023-09-09,Premium Individual,Active,2,0,Yes,No,5,9.78,Electronic,Discover Weekly,Mood-based Auto Playlists,Mobile,9,6
44139,Italy,45,2018-10-28,Free,Active,1,0,No,No,3,11.58,Hip-Hop,Radio,Social Listening,Mobile,8,9
44140,USA,28,2019-02-02,Free,Active,0,0,No,No,3,11.58,Country,Playlists,Lyrics Translation,Car System,10,11
44141,UK,46,2022-06-12,Premium Individual,Active,0,0,No,No,2,3.35,Electronic,Playlists,HiFi Audio,Mobile,13,10
44142,Canada,32,2018-02-23,Free,Active,1,0,No,No,2,6.0,R&B,Podcasts,Lyrics Translation,Desktop,6,13
44143,USA,46,2018-11-25,Free,Active,2,0,No,No,4,7.56,Country,Daily Mix,Social Listening,Mobile,11,12
44144,Germany,47,2020-08-13,Premium Individual,Inactive,6,1,No,No,3,7.46,Country,Lyrics,Lyrics Translation,Tablet,9,6
44145,Australia,41,2024-01-01,Free,Active,0,0,No,No,3,8.28,Classical,Daily Mix,Lyrics Translation,Mobile,10,9
44146,Germany,44,2022-06-21,Premium Individual,Active,1,0,Yes,Yes,4,15.24,K-Pop,Podcasts,Mood-based Auto Playlists,Car System,7,11
44147,USA,29,2022-12-10,Student,Active,1,0,Yes,No,5,10.06,Hip-Hop,Lyrics,HiFi Audio,Car System,9,8
44148,Mexico,40,2018-10-08,Free,Active,2,0,No,No,4,3.73,R&B,Daily Mix,Lyrics Translation,Smart Speaker,15,12
44149,France,51,2020-11-09,Premium Duo,Active,2,0,Yes,No,4,12.74,Latin,Radio,Better AI Recommendations,Mobile,14,14
44150,Spain,18,2020-11-01,Premium Individual,Active,2,0,No,No,4,9.37,Indie,Daily Mix,Lyrics Translation,Smart Speaker,7,8
44151,Spain,44,2018-06-27,Premium Individual,Active,0,0,No,No,3,6.32,Country,Discover Weekly,Concert Alerts,Desktop,12,12
44152,Spain,29,2019-11-25,Free,Active,2,0,Yes,No,5,9.88,K-Pop,Playlists,Mood-based Auto Playlists,Desktop,7,12
44153,Germany,48,2018-02-26,Free,Active,2,0,No,No,4,9.27,Classical,Podcasts,HiFi Audio,Tablet,9,12
44154,UK,39,2018-07-22,Premium Individual,Active,0,0,Yes,Yes,3,12.38,Classical,Podcasts,Better AI Recommendations,Tablet,9,8
44155,Italy,41,2020-08-04,Premium Family,Active,0,0,No,No,3,7.83,Pop,Podcasts,Social Listening,Car System,5,12
44156,UK,56,2025-06-30,Free,Inactive,3,1,No,No,3,8.75,Classical,Discover Weekly,Social Listening,Car System,5,10
44157,UK,39,2021-08-10,Premium Duo,Inactive,3,1,No,No,3,8.84,Indie,Offline Mode,Better AI Recommendations,Tablet,9,11
44158,India,40,2022-02-20,Free,Active,0,0,Yes,No,5,10.95,R&B,Lyrics,Mood-based Auto Playlists,Mobile,6,6
44159,Indonesia,58,2020-07-20,Premium Family,Active,2,0,No,No,2,19.13,R&B,Offline Mode,Mood-based Auto Playlists,Desktop,11,8
44160,UK,40,2022-01-10,Free,Inactive,3,1,Yes,No,2,12.18,Bollywood,Playlists,Better AI Recommendations,Smart Speaker,6,16
44161,Germany,41,2024-01-07,Free,Active,2,0,Yes,No,5,8.57,R&B,Radio,Better AI Recommendations,Car System,8,4
44162,Brazil,51,2022-07-28,Free,Active,0,0,No,No,3,13.06,K-Pop,Daily Mix,Concert Alerts,Mobile,8,9
44163,UK,22,2019-04-01,Premium Individual,Active,0,0,No,No,3,7.2,Country,AI DJ,Concert Alerts,Car System,9,9
44164,France,35,2025-08-28,Free,Active,1,0,No,No,3,7.51,Bollywood,Radio,Better AI Recommendations,Mobile,5,10
44165,UK,55,2023-07-05,Free,Active,0,0,No,No,5,10.42,Electronic,Lyrics,Lyrics Translation,Tablet,9,7
44166,Mexico,31,2021-12-02,Free,Active,1,0,No,No,3,10.06,Bollywood,Radio,Concert Alerts,Desktop,12,6
44167,Indonesia,25,2020-06-01,Free,Active,0,0,No,No,4,3.52,R&B,Lyrics,Concert Alerts,Mobile,12,5
44168,France,54,2020-12-24,Premium Individual,Active,0,0,No,No,3,10.26,Hip-Hop,Radio,HiFi Audio,Tablet,4,12
44169,Mexico,28,2024-07-08,Premium Individual,Inactive,3,1,Yes,Yes,5,11.89,Rock,Playlists,Social Listening,Smart Speaker,5,9
44170,UK,38,2020-07-14,Premium Individual,Active,2,0,No,No,3,7.92,Indie,Daily Mix,Concert Alerts,Car System,7,15
44171,Spain,50,2023-05-16,Free,Active,6,1,Yes,Yes,4,1.63,Classical,Lyrics,Better AI Recommendations,Desktop,9,10
44172,USA,52,2021-02-16,Premium Individual,Active,0,0,No,No,3,11.35,Hip-Hop,AI DJ,Social Listening,Tablet,6,6
44173,UK,44,2020-09-14,Premium Individual,Active,2,0,No,No,3,14.34,Hip-Hop,Playlists,Social Listening,Car System,6,5
44174,France,25,2023-05-09,Free,Active,0,0,No,No,4,10.73,Classical,Playlists,HiFi Audio,Smart Speaker,5,18
44175,Indonesia,46,2018-05-19,Free,Active,0,0,No,No,4,11.09,Indie,Playlists,Mood-based Auto Playlists,Desktop,8,10
44176,USA,28,2023-03-09,Premium Family,Inactive,7,1,No,No,5,7.19,Latin,Offline Mode,Social Listening,Car System,6,15
44177,India,36,2025-03-01,Free,Active,0,0,No,No,4,9.68,R&B,AI DJ,Concert Alerts,Mobile,4,9
44178,Germany,38,2024-05-11,Student,Active,2,0,Yes,No,5,8.28,Hip-Hop,Playlists,Mood-based Auto Playlists,Car System,9,9
44179,Germany,22,2025-09-26,Premium Duo,Active,0,0,No,No,3,7.85,Indie,Playlists,Concert Alerts,Desktop,5,13
44180,Brazil,37,2021-07-02,Student,Active,0,0,No,No,4,5.68,Electronic,Daily Mix,HiFi Audio,Car System,3,11
44181,Germany,30,2020-03-18,Premium Family,Active,2,0,No,No,4,2.79,Country,Discover Weekly,Better AI Recommendations,Tablet,10,16
44182,Italy,32,2018-12-04,Premium Individual,Active,0,0,Yes,No,5,10.73,Electronic,Discover Weekly,Mood-based Auto Playlists,Car System,8,6
44183,Italy,22,2024-11-27,Free,Active,1,0,Yes,No,4,0.75,Latin,AI DJ,HiFi Audio,Tablet,16,9
44184,India,26,2023-06-27,Free,Active,0,0,Yes,Yes,3,7.52,Latin,Podcasts,Concert Alerts,Mobile,7,6
44185,Australia,45,2025-04-03,Premium Duo,Active,2,0,No,No,4,6.92,K-Pop,Radio,HiFi Audio,Car System,9,14
44186,Germany,57,2019-03-18,Student,Active,1,0,Yes,No,4,9.0,Hip-Hop,Playlists,Mood-based Auto Playlists,Car System,8,10
44187,Brazil,34,2025-11-15,Free,Active,0,0,No,No,1,12.18,Jazz,Daily Mix,HiFi Audio,Car System,3,10
44188,Brazil,29,2024-06-14,Free,Active,0,0,Yes,No,5,10.89,Hip-Hop,Playlists,Concert Alerts,Desktop,12,7
44189,Mexico,36,2022-08-03,Free,Active,0,0,No,No,3,6.71,Pop,Playlists,Concert Alerts,Car System,5,8
44190,France,54,2019-11-22,Free,Active,1,0,Yes,No,5,12.45,Indie,Podcasts,Mood-based Auto Playlists,Smart Speaker,7,12
44191,Australia,45,2024-10-15,Free,Active,0,0,No,No,4,9.47,Bollywood,Daily Mix,Better AI Recommendations,Car System,8,5
44192,Italy,22,2018-09-13,Free,Active,0,0,No,No,2,17.61,Electronic,AI DJ,HiFi Audio,Car System,4,6
44193,Italy,29,2020-08-25,Premium Individual,Active,6,1,Yes,Yes,5,14.95,Jazz,Radio,Lyrics Translation,Desktop,13,12
44194,USA,44,2024-09-25,Free,Inactive,3,1,Yes,Yes,2,11.98,Country,Offline Mode,Mood-based Auto Playlists,Desktop,8,11
44195,Italy,18,2023-09-04,Free,Active,1,0,No,No,3,14.43,Bollywood,Lyrics,Better AI Recommendations,Car System,8,6
44196,France,53,2018-03-29,Premium Individual,Inactive,3,1,Yes,No,5,5.62,R&B,Radio,Better AI Recommendations,Smart Speaker,7,14
44197,France,26,2020-06-07,Free,Active,0,0,Yes,No,3,16.02,Pop,Discover Weekly,HiFi Audio,Car System,10,6
44198,Australia,19,2025-07-09,Premium Duo,Active,1,0,No,No,4,11.26,Jazz,Offline Mode,HiFi Audio,Smart Speaker,4,8
44199,Mexico,48,2021-04-23,Free,Active,1,0,No,No,1,8.44,Country,AI DJ,HiFi Audio,Car System,10,11
44200,Canada,57,2022-03-25,Student,Active,0,0,Yes,No,4,13.95,Pop,Daily Mix,Concert Alerts,Mobile,6,6
44201,India,18,2022-01-25,Free,Active,2,0,Yes,Yes,2,15.03,Latin,Offline Mode,Lyrics Translation,Car System,10,9
44202,Italy,46,2019-11-07,Free,Active,1,0,No,No,4,6.51,Bollywood,Radio,HiFi Audio,Car System,7,8
44203,Brazil,60,2023-12-01,Premium Individual,Inactive,5,1,Yes,Yes,2,12.82,R&B,AI DJ,Lyrics Translation,Smart Speaker,7,17
44204,Spain,41,2021-03-30,Premium Individual,Active,1,0,No,No,4,11.49,R&B,Radio,Better AI Recommendations,Desktop,8,8
44205,UK,47,2025-04-26,Premium Individual,Inactive,8,1,No,No,4,6.99,Latin,Discover Weekly,Social Listening,Desktop,9,9
44206,Brazil,59,2019-05-15,Premium Individual,Active,5,1,No,No,5,8.19,Classical,Daily Mix,Lyrics Translation,Mobile,12,6
44207,Germany,46,2026-02-17,Premium Family,Active,0,0,Yes,Yes,3,7.68,R&B,Radio,HiFi Audio,Desktop,10,7
44208,Brazil,24,2019-02-10,Premium Family,Active,1,0,No,No,3,15.14,Bollywood,Lyrics,Concert Alerts,Desktop,6,8
44209,Spain,22,2023-08-05,Free,Active,0,0,Yes,No,2,10.46,K-Pop,Playlists,Social Listening,Mobile,7,11
44210,Indonesia,53,2020-08-19,Student,Active,2,0,No,No,2,11.42,Rock,Offline Mode,Social Listening,Desktop,12,6
44211,Mexico,45,2020-03-06,Premium Individual,Inactive,7,1,No,No,4,6.61,Electronic,Radio,HiFi Audio,Tablet,11,13
44212,UK,29,2019-03-02,Premium Individual,Active,0,0,No,No,5,13.92,Rock,Radio,Lyrics Translation,Desktop,6,10
44213,Canada,56,2020-11-25,Free,Active,1,0,No,No,3,17.0,Electronic,Podcasts,Lyrics Translation,Mobile,7,12
44214,Mexico,32,2019-07-17,Free,Active,2,0,No,No,3,10.99,Country,Discover Weekly,HiFi Audio,Car System,12,12
44215,Mexico,57,2019-05-18,Premium Family,Inactive,4,1,No,No,5,12.34,Indie,Lyrics,Social Listening,Desktop,7,14
44216,Germany,23,2023-04-26,Free,Active,0,0,No,No,4,6.05,Country,Podcasts,Concert Alerts,Smart Speaker,5,12
44217,UK,26,2024-02-28,Premium Individual,Active,0,0,No,No,5,11.04,Electronic,AI DJ,Concert Alerts,Tablet,8,11
44218,Canada,39,2020-02-15,Student,Active,0,0,No,No,2,13.97,R&B,Lyrics,Social Listening,Smart Speaker,5,12
44219,UK,55,2024-12-06,Free,Active,1,0,No,No,4,20.58,Country,Discover Weekly,HiFi Audio,Tablet,7,13
44220,USA,49,2021-08-28,Premium Individual,Active,0,0,No,No,5,1.26,Country,Discover Weekly,Concert Alerts,Desktop,6,7
44221,UK,47,2020-10-28,Premium Individual,Active,2,0,Yes,No,4,10.89,Bollywood,Playlists,Social Listening,Smart Speaker,12,16
44222,Germany,41,2024-07-04,Premium Individual,Active,2,0,No,No,4,6.11,Pop,Daily Mix,Concert Alerts,Car System,6,12
44223,Indonesia,26,2025-12-03,Premium Individual,Active,2,0,No,No,4,13.04,Indie,Playlists,HiFi Audio,Car System,9,10
44224,Spain,18,2018-11-23,Premium Individual,Active,1,0,Yes,Yes,5,7.32,Classical,Lyrics,Social Listening,Car System,2,9
44225,USA,34,2022-05-08,Free,Active,1,0,Yes,No,5,8.46,Latin,Playlists,Concert Alerts,Car System,7,12
44226,France,35,2024-05-21,Free,Active,1,0,No,No,2,10.89,Classical,Discover Weekly,Better AI Recommendations,Car System,10,6
44227,Spain,20,2023-10-31,Premium Individual,Active,1,0,No,No,4,14.36,Jazz,Playlists,Better AI Recommendations,Smart Speaker,9,10
44228,Mexico,35,2020-05-10,Free,Active,1,0,Yes,Yes,5,6.19,Bollywood,Playlists,Social Listening,Smart Speaker,5,12
44229,Canada,24,2026-02-20,Student,Active,0,0,Yes,No,1,7.81,Country,Daily Mix,Better AI Recommendations,Desktop,8,9
44230,USA,59,2020-11-30,Premium Individual,Inactive,3,1,Yes,No,4,12.89,Classical,Offline Mode,Lyrics Translation,Mobile,5,14
44231,Germany,53,2022-05-21,Free,Inactive,3,1,Yes,No,5,1.13,Country,Radio,Mood-based Auto Playlists,Mobile,10,6
44232,USA,30,2023-12-01,Premium Individual,Active,4,1,Yes,No,4,4.71,Rock,Discover Weekly,HiFi Audio,Desktop,5,14
44233,Canada,18,2023-01-03,Premium Individual,Active,0,0,No,No,2,10.56,Hip-Hop,Radio,Lyrics Translation,Mobile,6,13
44234,Italy,21,2019-07-06,Premium Individual,Inactive,4,1,No,No,4,16.63,Indie,AI DJ,Social Listening,Desktop,9,9
44235,India,23,2025-07-09,Premium Individual,Active,0,0,No,No,5,13.4,Bollywood,Playlists,Social Listening,Mobile,6,12
44236,USA,18,2022-09-09,Premium Individual,Active,0,0,No,No,5,14.95,Hip-Hop,Offline Mode,Social Listening,Tablet,3,9
44237,France,47,2025-12-28,Free,Active,0,0,No,No,4,5.66,K-Pop,Offline Mode,Better AI Recommendations,Mobile,11,14
44238,UK,39,2022-01-29,Student,Active,8,1,Yes,Yes,2,10.6,R&B,Podcasts,Social Listening,Car System,11,12
44239,Australia,23,2021-04-04,Free,Active,0,0,No,No,5,15.25,Jazz,Podcasts,Concert Alerts,Mobile,6,9
44240,Italy,51,2022-01-11,Free,Inactive,3,1,No,No,3,10.36,Indie,Offline Mode,Social Listening,Smart Speaker,6,14
44241,UK,39,2023-12-07,Free,Inactive,3,1,No,No,4,14.68,Jazz,Lyrics,Mood-based Auto Playlists,Desktop,10,5
44242,Mexico,30,2025-11-03,Premium Individual,Inactive,4,1,No,No,3,15.8,Pop,Lyrics,Concert Alerts,Mobile,7,9
44243,Australia,57,2020-02-25,Free,Active,0,0,Yes,No,3,9.3,Electronic,Podcasts,Better AI Recommendations,Desktop,9,12
44244,Australia,28,2025-02-25,Free,Active,1,0,No,No,5,17.86,Latin,Playlists,Concert Alerts,Tablet,7,6
44245,France,40,2025-03-16,Premium Individual,Inactive,13,1,No,No,4,16.85,Bollywood,Lyrics,Social Listening,Tablet,6,11
